transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
236,1087,2747,3352.98,2023-11-29 14:19:00,0,Amex,Boston,Gas Station,44,Purchase at Merchant-2747
237,1006,2713,213.19,2023-06-29 09:39:00,0,Discover,Chicago,Pharmacy,73,Purchase at Merchant-2713
238,1420,2457,1430.65,2023-04-26 11:13:00,0,Discover,Los Angeles,Grocery Store,63,Purchase at Merchant-2457
239,1704,2395,4812.98,2023-04-09 09:23:00,0,Visa,Los Angeles,Restaurant,67,Purchase at Merchant-2395
240,1665,2553,4408.25,2023-09-26 08:00:00,0,Amex,Los Angeles,Restaurant,20,Purchase at Merchant-2553
241,1043,2165,6436.15,2023-01-11 03:53:00,0,Amex,Chicago,Gas Station,68,Purchase at Merchant-2165
242,1834,2648,5231.61,2023-05-18 13:34:00,0,Visa,Chicago,Gas Station,52,Purchase at Merchant-2648
243,1981,2079,2568.37,2023-01-09 06:27:00,0,Amex,New York,Pharmacy,37,Purchase at Merchant-2079
244,1406,2757,160.44,2023-05-31 02:44:00,0,Visa,San Francisco,Online Shopping,27,Purchase at Merchant-2757
245,1054,2348,1496.41,2023-09-26 05:59:00,0,Visa,Los Angeles,Online Shopping,72,Purchase at Merchant-2348
246,1361,2728,8956.59,2023-04-27 22:47:00,0,MasterCard,Los Angeles,Gas Station,46,Purchase at Merchant-2728
247,1433,2400,1510.73,2023-10-31 11:30:00,0,Amex,Los Angeles,Restaurant,40,Purchase at Merchant-2400
248,1100,2126,5556.72,2023-08-03 10:17:00,0,Discover,New York,Gas Station,30,Purchase at Merchant-2126
249,1746,2894,1977.4,2023-03-06 12:15:00,0,Amex,Chicago,Gas Station,47,Purchase at Merchant-2894
250,1086,2265,1978.89,2023-02-02 03:47:00,0,Visa,San Francisco,Grocery Store,44,Purchase at Merchant-2265
251,1122,2959,9765.09,2023-02-22 10:52:00,0,Discover,New York,Grocery Store,48,Purchase at Merchant-2959
252,1420,2415,4977.4,2023-02-15 14:38:00,0,Visa,New York,Gas Station,67,Purchase at Merchant-2415
253,1284,2705,2324.14,2023-09-19 03:36:00,0,Visa,San Francisco,Restaurant,29,Purchase at Merchant-2705
254,1009,2724,352.2,2023-07-15 05:08:00,0,MasterCard,New York,Grocery Store,40,Purchase at Merchant-2724
255,1828,2714,2252.77,2023-10-30 10:11:00,0,Discover,Los Angeles,Pharmacy,26,Purchase at Merchant-2714
256,1896,2945,9511.48,2023-02-27 22:11:00,0,MasterCard,Boston,Pharmacy,64,Purchase at Merchant-2945
257,1192,2143,8042.19,2023-07-08 14:10:00,0,Visa,Los Angeles,Online Shopping,53,Purchase at Merchant-2143
258,1253,2915,8220.16,2023-06-14 03:57:00,0,Amex,San Francisco,Online Shopping,19,Purchase at Merchant-2915
259,1446,2486,3203.16,2023-04-25 00:27:00,0,Visa,San Francisco,Gas Station,60,Purchase at Merchant-2486
260,1126,2244,2010.13,2023-02-21 21:15:00,0,Amex,New York,Gas Station,19,Purchase at Merchant-2244
261,1302,2412,9806.94,2023-04-08 06:39:00,0,Discover,Los Angeles,Grocery Store,64,Purchase at Merchant-2412
262,1898,2294,9263.64,2023-05-19 15:31:00,0,Amex,Boston,Online Shopping,53,Purchase at Merchant-2294
263,1774,2410,7727.61,2023-05-19 06:57:00,0,MasterCard,San Francisco,Pharmacy,55,Purchase at Merchant-2410
264,1493,2401,8742.59,2023-07-31 03:28:00,0,MasterCard,Chicago,Grocery Store,66,Purchase at Merchant-2401
265,1728,2628,6597.3,2023-07-10 13:48:00,0,Discover,San Francisco,Online Shopping,45,Purchase at Merchant-2628
266,1786,2422,860.01,2023-03-01 10:09:00,0,MasterCard,Los Angeles,Online Shopping,71,Purchase at Merchant-2422
267,1379,2542,3143.52,2023-06-17 05:12:00,0,Visa,Los Angeles,Restaurant,38,Purchase at Merchant-2542
268,1343,2275,1477.27,2023-02-15 12:53:00,0,Visa,Chicago,Online Shopping,22,Purchase at Merchant-2275
269,1973,2192,6704.18,2023-06-07 22:46:00,0,MasterCard,San Francisco,Online Shopping,63,Purchase at Merchant-2192
270,1415,2172,1871.82,2023-05-18 22:59:00,0,Amex,New York,Restaurant,64,Purchase at Merchant-2172
271,1920,2466,8019.02,2023-03-24 22:20:00,0,Discover,Los Angeles,Restaurant,46,Purchase at Merchant-2466
272,1174,2159,2354.08,2023-01-28 21:23:00,0,Discover,San Francisco,Online Shopping,60,Purchase at Merchant-2159
273,1481,2457,269.99,2023-10-08 04:40:00,0,Discover,New York,Pharmacy,63,Purchase at Merchant-2457
274,1453,2856,8926.61,2023-07-01 15:53:00,0,Discover,Chicago,Gas Station,26,Purchase at Merchant-2856
275,1406,2828,5806.64,2023-11-18 08:01:00,0,MasterCard,Los Angeles,Online Shopping,74,Purchase at Merchant-2828
276,1513,2447,2935.87,2023-10-30 13:24:00,0,MasterCard,Los Angeles,Grocery Store,56,Purchase at Merchant-2447
277,1020,2928,5277.73,2023-11-03 04:45:00,0,MasterCard,Chicago,Online Shopping,48,Purchase at Merchant-2928
278,1453,2365,4750.4,2023-08-23 08:51:00,0,Amex,San Francisco,Pharmacy,21,Purchase at Merchant-2365
279,1033,2080,3917.09,2023-10-06 18:24:00,0,Amex,Chicago,Pharmacy,39,Purchase at Merchant-2080
280,1669,2984,4755.93,2023-01-05 09:53:00,0,Discover,Los Angeles,Online Shopping,71,Purchase at Merchant-2984
281,1564,2480,3250.64,2023-01-11 00:08:00,0,Amex,Chicago,Gas Station,45,Purchase at Merchant-2480
282,1353,2904,7107.59,2023-11-20 08:53:00,0,MasterCard,New York,Restaurant,18,Purchase at Merchant-2904
283,1253,2474,1101.28,2023-12-25 21:44:00,0,MasterCard,Los Angeles,Online Shopping,27,Purchase at Merchant-2474
284,1670,2425,4700.3,2023-03-06 23:34:00,0,Amex,New York,Gas Station,74,Purchase at Merchant-2425
285,1071,2081,25.82,2023-01-06 21:06:00,0,Visa,Boston,Pharmacy,70,Purchase at Merchant-2081
286,1223,2640,4210.39,2023-11-18 23:32:00,0,Visa,Los Angeles,Restaurant,35,Purchase at Merchant-2640
287,1291,2931,4290.2,2023-09-12 02:58:00,0,Discover,Los Angeles,Grocery Store,62,Purchase at Merchant-2931
288,1046,2334,8514.83,2023-03-01 05:55:00,0,Visa,Chicago,Online Shopping,48,Purchase at Merchant-2334
289,1303,2855,4962.7,2023-01-17 05:21:00,0,Visa,New York,Restaurant,56,Purchase at Merchant-2855
290,1622,2609,6086.72,2023-11-26 10:00:00,0,Visa,Boston,Pharmacy,62,Purchase at Merchant-2609
291,1271,2788,3770.16,2023-11-07 21:05:00,0,Visa,Los Angeles,Gas Station,60,Purchase at Merchant-2788
292,1196,2256,7737.53,2023-05-22 10:24:00,0,MasterCard,San Francisco,Restaurant,72,Purchase at Merchant-2256
293,1835,2580,4164.89,2023-10-11 12:13:00,0,Visa,Los Angeles,Pharmacy,37,Purchase at Merchant-2580
294,1205,2889,5779.28,2023-11-10 17:58:00,0,Discover,San Francisco,Pharmacy,31,Purchase at Merchant-2889
295,1097,2059,6857.98,2023-09-27 21:46:00,0,MasterCard,Los Angeles,Pharmacy,51,Purchase at Merchant-2059
296,1766,2843,5793.24,2023-01-26 20:21:00,0,MasterCard,Chicago,Grocery Store,45,Purchase at Merchant-2843
297,1002,2090,1412.31,2023-08-31 20:52:00,0,Discover,Chicago,Pharmacy,40,Purchase at Merchant-2090
298,1818,2405,8544.71,2023-01-31 05:03:00,0,Discover,New York,Grocery Store,33,Purchase at Merchant-2405
299,1695,2266,639.25,2023-07-29 04:08:00,0,Amex,Boston,Gas Station,51,Purchase at Merchant-2266
300,1268,2039,3706.17,2023-02-23 01:50:00,0,Visa,Chicago,Gas Station,56,Purchase at Merchant-2039
301,1241,2500,7417.64,2023-01-12 17:23:00,0,MasterCard,Los Angeles,Restaurant,48,Purchase at Merchant-2500
302,1676,2286,5399.11,2023-06-09 11:56:00,0,Visa,San Francisco,Restaurant,25,Purchase at Merchant-2286
303,1196,2735,5114.1,2023-10-23 05:05:00,0,Discover,New York,Pharmacy,45,Purchase at Merchant-2735
304,1481,2825,6709.74,2023-09-25 19:56:00,0,Visa,San Francisco,Online Shopping,55,Purchase at Merchant-2825
305,1339,2798,1376.75,2023-06-13 22:06:00,0,Discover,Chicago,Restaurant,27,Purchase at Merchant-2798
306,1527,2726,4454.15,2023-09-06 08:42:00,0,Amex,San Francisco,Pharmacy,65,Purchase at Merchant-2726
307,1756,2567,8075.33,2023-01-31 09:09:00,0,Discover,New York,Online Shopping,61,Purchase at Merchant-2567
308,1933,2226,4533.44,2023-09-09 23:08:00,0,MasterCard,New York,Online Shopping,74,Purchase at Merchant-2226
309,1339,2428,4453.08,2023-04-18 03:57:00,0,Amex,Los Angeles,Grocery Store,48,Purchase at Merchant-2428
310,1235,2169,3781.02,2023-07-21 18:26:00,0,Amex,San Francisco,Online Shopping,60,Purchase at Merchant-2169
311,1532,2945,2070.35,2023-12-23 07:20:00,0,Visa,New York,Pharmacy,68,Purchase at Merchant-2945
312,1388,2594,478.05,2023-07-15 19:54:00,0,MasterCard,Boston,Gas Station,72,Purchase at Merchant-2594
313,1562,2428,3297.52,2023-02-15 22:01:00,0,Visa,New York,Pharmacy,45,Purchase at Merchant-2428
314,1559,2860,7746.33,2023-02-05 05:23:00,0,Visa,San Francisco,Pharmacy,54,Purchase at Merchant-2860
315,1227,2134,9141.33,2023-03-07 04:33:00,0,Visa,New York,Online Shopping,62,Purchase at Merchant-2134
316,1269,2507,1192.14,2023-03-16 14:25:00,0,Amex,Los Angeles,Online Shopping,42,Purchase at Merchant-2507
317,1379,2817,3436.06,2023-10-06 06:38:00,0,MasterCard,Chicago,Grocery Store,71,Purchase at Merchant-2817
318,1227,2245,6770.61,2023-03-25 16:07:00,0,MasterCard,Los Angeles,Online Shopping,67,Purchase at Merchant-2245
319,1310,2064,8655.76,2023-04-28 20:46:00,0,Visa,New York,Online Shopping,35,Purchase at Merchant-2064
320,1650,2157,4727.02,2023-03-27 15:32:00,0,Discover,New York,Grocery Store,29,Purchase at Merchant-2157
321,1702,2099,2739.96,2023-01-18 17:17:00,0,Discover,San Francisco,Online Shopping,42,Purchase at Merchant-2099
322,1360,2524,9718.42,2023-10-02 05:00:00,0,Visa,Boston,Online Shopping,73,Purchase at Merchant-2524
323,1884,2299,2735.74,2023-04-25 02:46:00,0,Amex,Chicago,Grocery Store,26,Purchase at Merchant-2299
324,1506,2941,9506.72,2023-01-02 15:55:00,0,Discover,San Francisco,Gas Station,42,Purchase at Merchant-2941
325,1562,2759,5279.75,2023-01-14 12:20:00,0,MasterCard,San Francisco,Pharmacy,65,Purchase at Merchant-2759
326,1749,2422,2233.32,2023-10-19 22:34:00,0,Discover,Boston,Pharmacy,72,Purchase at Merchant-2422
327,1646,2206,3230.88,2023-07-08 02:45:00,0,Visa,San Francisco,Pharmacy,54,Purchase at Merchant-2206
328,1287,2659,6613.06,2023-03-12 10:40:00,0,MasterCard,San Francisco,Grocery Store,21,Purchase at Merchant-2659
329,1134,2291,6582.31,2023-07-17 06:21:00,0,Discover,San Francisco,Gas Station,63,Purchase at Merchant-2291
330,1239,2785,8428.18,2023-06-17 02:23:00,0,Amex,San Francisco,Gas Station,68,Purchase at Merchant-2785
331,1315,2700,138.94,2023-03-05 01:53:00,0,Visa,New York,Online Shopping,34,Purchase at Merchant-2700
332,1380,2896,9331.72,2023-07-12 06:21:00,0,MasterCard,New York,Gas Station,23,Purchase at Merchant-2896
333,1911,2033,563.93,2023-10-05 06:09:00,0,Amex,San Francisco,Pharmacy,54,Purchase at Merchant-2033
334,1168,2242,4831.04,2023-04-01 17:04:00,0,MasterCard,Boston,Gas Station,34,Purchase at Merchant-2242
335,1248,2463,9429.46,2023-08-25 18:31:00,0,MasterCard,New York,Gas Station,58,Purchase at Merchant-2463
336,1879,2311,5046.82,2023-10-15 09:41:00,0,MasterCard,Boston,Pharmacy,71,Purchase at Merchant-2311
337,1386,2539,9651.87,2023-03-15 00:46:00,0,Visa,Chicago,Pharmacy,70,Purchase at Merchant-2539
338,1688,2178,1468.09,2023-12-15 09:45:00,0,Discover,San Francisco,Online Shopping,26,Purchase at Merchant-2178
339,1207,2452,5145.64,2023-03-09 12:00:00,0,MasterCard,Los Angeles,Gas Station,27,Purchase at Merchant-2452
340,1435,2666,2110.1,2023-08-09 20:56:00,0,MasterCard,Boston,Restaurant,46,Purchase at Merchant-2666
341,1143,2756,2140.13,2023-08-12 12:31:00,0,MasterCard,Chicago,Restaurant,66,Purchase at Merchant-2756
342,1595,2099,1443.08,2023-08-07 20:27:00,0,Visa,Los Angeles,Restaurant,45,Purchase at Merchant-2099
343,1422,2311,3172.88,2023-03-01 17:37:00,0,Visa,New York,Grocery Store,29,Purchase at Merchant-2311
344,1943,2682,1347.39,2023-06-23 17:15:00,0,Amex,Los Angeles,Pharmacy,65,Purchase at Merchant-2682
345,1222,2931,1875.26,2023-04-22 00:26:00,0,Visa,San Francisco,Grocery Store,31,Purchase at Merchant-2931
346,1607,2178,5961.22,2023-05-05 08:53:00,0,MasterCard,New York,Pharmacy,43,Purchase at Merchant-2178
347,1899,2194,2679.97,2023-08-08 07:04:00,0,Discover,Boston,Pharmacy,59,Purchase at Merchant-2194
348,1633,2406,8286.67,2023-01-25 15:53:00,0,Visa,Los Angeles,Pharmacy,67,Purchase at Merchant-2406
349,1215,2157,6389.15,2023-12-11 23:11:00,0,Visa,Los Angeles,Restaurant,62,Purchase at Merchant-2157
350,1455,2574,7688.27,2023-02-15 13:08:00,0,MasterCard,Boston,Gas Station,67,Purchase at Merchant-2574
351,1429,2960,8016.53,2023-08-19 19:32:00,0,Amex,Los Angeles,Restaurant,69,Purchase at Merchant-2960
352,1099,2984,9280.57,2023-09-13 18:23:00,0,MasterCard,Boston,Grocery Store,41,Purchase at Merchant-2984
353,1328,2291,7712.96,2023-09-03 11:34:00,0,Visa,Chicago,Restaurant,56,Purchase at Merchant-2291
354,1522,2896,8830.38,2023-08-02 07:38:00,0,Discover,New York,Gas Station,37,Purchase at Merchant-2896
355,1648,2061,645.71,2023-05-29 00:45:00,0,Amex,San Francisco,Restaurant,72,Purchase at Merchant-2061
356,1235,2716,9257.86,2023-08-20 22:43:00,0,MasterCard,Chicago,Restaurant,38,Purchase at Merchant-2716
357,1033,2588,3002.39,2023-01-20 06:55:00,0,Amex,Boston,Grocery Store,43,Purchase at Merchant-2588
358,1592,2795,8300.46,2023-12-29 01:01:00,0,MasterCard,San Francisco,Gas Station,42,Purchase at Merchant-2795
359,1141,2338,8040.23,2023-05-29 22:48:00,0,Amex,San Francisco,Online Shopping,40,Purchase at Merchant-2338
360,1610,2261,3666.32,2023-03-31 21:09:00,0,Amex,Boston,Online Shopping,62,Purchase at Merchant-2261
361,1240,2111,1674.27,2023-12-07 07:03:00,0,Amex,New York,Online Shopping,34,Purchase at Merchant-2111
362,1929,2916,2976.37,2023-11-10 01:38:00,0,MasterCard,Los Angeles,Pharmacy,64,Purchase at Merchant-2916
363,1516,2410,5586.5,2023-04-27 22:14:00,0,Amex,Los Angeles,Gas Station,74,Purchase at Merchant-2410
364,1486,2820,8834.05,2023-05-17 14:41:00,0,MasterCard,Boston,Grocery Store,62,Purchase at Merchant-2820
365,1608,2616,8381.19,2023-03-15 13:46:00,0,Amex,New York,Restaurant,37,Purchase at Merchant-2616
366,1677,2196,3895.8,2023-06-07 12:15:00,0,Visa,Boston,Grocery Store,27,Purchase at Merchant-2196
367,1942,2833,4040.16,2023-09-25 17:07:00,0,Visa,Boston,Grocery Store,49,Purchase at Merchant-2833
368,1719,2469,2113.96,2023-11-18 03:41:00,0,Visa,San Francisco,Grocery Store,62,Purchase at Merchant-2469
369,1574,2816,2652.93,2023-11-19 18:02:00,0,Discover,New York,Online Shopping,24,Purchase at Merchant-2816
370,1846,2605,9873.78,2023-10-08 18:24:00,0,MasterCard,Los Angeles,Online Shopping,53,Purchase at Merchant-2605
371,1042,2431,4567.02,2023-10-16 04:15:00,0,Discover,Chicago,Online Shopping,52,Purchase at Merchant-2431
372,1810,2291,4891.06,2023-02-06 08:09:00,0,Visa,New York,Online Shopping,55,Purchase at Merchant-2291
373,1662,2745,9561.92,2023-06-18 17:29:00,0,Discover,Boston,Gas Station,68,Purchase at Merchant-2745
374,1603,2494,9377.72,2023-12-05 03:16:00,0,Discover,New York,Restaurant,70,Purchase at Merchant-2494
375,1118,2849,1999.5,2023-06-02 19:47:00,0,MasterCard,Chicago,Gas Station,46,Purchase at Merchant-2849
376,1999,2488,3817.84,2023-03-04 08:58:00,0,MasterCard,New York,Gas Station,25,Purchase at Merchant-2488
377,1167,2535,8381.55,2023-05-10 23:38:00,0,Amex,Los Angeles,Pharmacy,19,Purchase at Merchant-2535
378,1690,2794,5307.68,2023-09-28 21:35:00,0,Visa,New York,Grocery Store,21,Purchase at Merchant-2794
379,1758,2345,1877.49,2023-07-02 07:02:00,0,Amex,New York,Pharmacy,33,Purchase at Merchant-2345
380,1589,2879,7040.26,2023-10-12 16:04:00,0,Visa,Chicago,Gas Station,23,Purchase at Merchant-2879
381,1499,2963,9539.57,2023-07-14 12:20:00,0,Visa,Los Angeles,Pharmacy,74,Purchase at Merchant-2963
382,1410,2630,7776.94,2023-11-22 14:26:00,0,MasterCard,Boston,Online Shopping,74,Purchase at Merchant-2630
383,1361,2004,4327.0,2023-05-11 15:52:00,0,MasterCard,Los Angeles,Grocery Store,65,Purchase at Merchant-2004
384,1954,2302,4623.93,2023-07-22 08:02:00,0,Amex,New York,Online Shopping,35,Purchase at Merchant-2302
385,1748,2208,1748.91,2023-07-31 17:44:00,0,Amex,Chicago,Online Shopping,63,Purchase at Merchant-2208
386,1373,2630,256.21,2023-08-08 21:25:00,0,Discover,New York,Online Shopping,40,Purchase at Merchant-2630
387,1830,2841,4383.6,2023-01-14 13:17:00,0,MasterCard,Boston,Gas Station,48,Purchase at Merchant-2841
388,1758,2319,8679.47,2023-02-27 12:46:00,0,Discover,Boston,Online Shopping,22,Purchase at Merchant-2319
389,1045,2567,7691.17,2023-12-02 17:15:00,0,Discover,Boston,Restaurant,36,Purchase at Merchant-2567
390,1397,2201,7714.25,2023-04-10 20:52:00,0,Visa,New York,Pharmacy,74,Purchase at Merchant-2201
391,1102,2978,741.63,2023-08-25 13:33:00,0,Amex,Los Angeles,Pharmacy,42,Purchase at Merchant-2978
392,1097,2224,8916.94,2023-04-10 20:12:00,0,Discover,San Francisco,Online Shopping,57,Purchase at Merchant-2224
393,1180,2256,6247.79,2023-05-18 03:19:00,0,Visa,Boston,Online Shopping,19,Purchase at Merchant-2256
394,1991,2717,2835.58,2023-08-02 23:19:00,0,Visa,Chicago,Grocery Store,53,Purchase at Merchant-2717
395,1207,2679,6426.29,2023-06-10 11:43:00,0,Visa,New York,Restaurant,45,Purchase at Merchant-2679
396,1044,2696,8353.54,2023-12-30 02:33:00,0,Amex,San Francisco,Gas Station,39,Purchase at Merchant-2696
397,1415,2340,3437.64,2023-03-20 15:24:00,0,Discover,New York,Grocery Store,65,Purchase at Merchant-2340
398,1160,2142,2734.79,2023-10-21 22:56:00,0,Amex,San Francisco,Restaurant,40,Purchase at Merchant-2142
399,1893,2119,2263.85,2023-11-19 18:49:00,0,Visa,Boston,Pharmacy,25,Purchase at Merchant-2119
400,1896,2957,5544.84,2023-08-31 22:40:00,0,Visa,Chicago,Restaurant,68,Purchase at Merchant-2957
401,1146,2975,1251.68,2023-06-01 12:22:00,0,Visa,Los Angeles,Online Shopping,52,Purchase at Merchant-2975
402,1602,2721,4897.37,2023-03-10 22:34:00,0,Discover,Los Angeles,Online Shopping,20,Purchase at Merchant-2721
403,1746,2817,2793.17,2023-07-11 05:27:00,0,Visa,San Francisco,Restaurant,56,Purchase at Merchant-2817
404,1708,2273,7837.92,2023-09-30 13:55:00,0,Visa,Los Angeles,Restaurant,31,Purchase at Merchant-2273
405,1131,2390,4901.06,2023-12-14 10:23:00,0,Discover,New York,Restaurant,37,Purchase at Merchant-2390
406,1698,2952,4954.95,2023-05-08 19:32:00,0,MasterCard,San Francisco,Pharmacy,75,Purchase at Merchant-2952
407,1567,2106,4350.81,2023-04-19 14:23:00,0,Visa,Boston,Online Shopping,49,Purchase at Merchant-2106
408,1442,2021,2516.99,2023-10-12 15:35:00,0,Visa,Chicago,Grocery Store,21,Purchase at Merchant-2021
409,1375,2171,5033.06,2023-02-03 19:04:00,0,Visa,Chicago,Online Shopping,41,Purchase at Merchant-2171
410,1257,2239,6417.78,2023-02-28 13:16:00,0,Discover,San Francisco,Restaurant,41,Purchase at Merchant-2239
411,1704,2345,1897.97,2023-06-15 19:43:00,0,Visa,San Francisco,Online Shopping,56,Purchase at Merchant-2345
412,1840,2206,8155.39,2023-01-17 13:27:00,0,MasterCard,New York,Restaurant,28,Purchase at Merchant-2206
413,1608,2986,9387.84,2023-11-20 01:29:00,0,MasterCard,Los Angeles,Pharmacy,72,Purchase at Merchant-2986
414,1940,2158,4458.44,2023-02-15 21:45:00,0,MasterCard,San Francisco,Online Shopping,56,Purchase at Merchant-2158
415,1985,2106,6149.44,2023-11-14 20:12:00,0,Discover,Chicago,Gas Station,58,Purchase at Merchant-2106
416,1615,2435,1334.69,2023-06-14 14:24:00,0,Amex,Los Angeles,Restaurant,55,Purchase at Merchant-2435
417,1633,2800,4762.27,2023-12-27 01:58:00,0,Discover,Chicago,Grocery Store,73,Purchase at Merchant-2800
418,1895,2400,4987.31,2023-08-17 12:16:00,0,Discover,Los Angeles,Online Shopping,61,Purchase at Merchant-2400
419,1322,2035,40.09,2023-05-14 08:27:00,0,Amex,New York,Grocery Store,37,Purchase at Merchant-2035
420,1999,2774,8690.74,2023-06-06 16:47:00,0,Discover,Chicago,Online Shopping,65,Purchase at Merchant-2774
421,1877,2544,3763.32,2023-06-25 11:09:00,0,Visa,San Francisco,Pharmacy,54,Purchase at Merchant-2544
422,1638,2018,7155.2,2023-05-03 13:53:00,0,Amex,Boston,Grocery Store,45,Purchase at Merchant-2018
423,1615,2545,5149.7,2023-04-14 04:45:00,0,Visa,Los Angeles,Online Shopping,41,Purchase at Merchant-2545
424,1567,2625,9897.06,2023-08-16 10:01:00,0,Amex,New York,Grocery Store,24,Purchase at Merchant-2625
425,1563,2160,3056.71,2023-11-03 08:51:00,0,Discover,Chicago,Pharmacy,41,Purchase at Merchant-2160
426,1334,2612,9978.65,2023-05-27 03:51:00,0,Visa,Boston,Gas Station,58,Purchase at Merchant-2612
427,1232,2452,3461.04,2023-10-26 18:19:00,0,MasterCard,New York,Grocery Store,70,Purchase at Merchant-2452
428,1310,2583,9793.95,2023-05-17 06:52:00,0,Amex,New York,Restaurant,64,Purchase at Merchant-2583
429,1071,2372,1487.75,2023-02-01 11:41:00,0,MasterCard,Los Angeles,Pharmacy,73,Purchase at Merchant-2372
430,1549,2840,1827.34,2023-12-21 21:01:00,0,Discover,Los Angeles,Online Shopping,68,Purchase at Merchant-2840
431,1689,2526,1018.97,2023-12-13 06:18:00,0,MasterCard,Chicago,Restaurant,25,Purchase at Merchant-2526
432,1875,2496,2875.35,2023-03-04 10:19:00,0,Visa,Boston,Gas Station,44,Purchase at Merchant-2496
433,1123,2217,3810.94,2023-01-09 07:12:00,0,Amex,Los Angeles,Grocery Store,26,Purchase at Merchant-2217
434,1674,2947,5772.5,2023-10-29 01:09:00,0,MasterCard,San Francisco,Grocery Store,44,Purchase at Merchant-2947
435,1194,2070,2331.63,2023-10-22 08:29:00,0,Discover,Los Angeles,Restaurant,25,Purchase at Merchant-2070
436,1794,2003,2334.68,2023-05-04 03:10:00,0,Amex,Boston,Restaurant,37,Purchase at Merchant-2003
437,1887,2460,3182.55,2023-06-05 15:38:00,0,Amex,Chicago,Restaurant,40,Purchase at Merchant-2460
438,1572,2152,6843.82,2023-10-15 01:42:00,0,Discover,Boston,Restaurant,23,Purchase at Merchant-2152
439,1533,2767,8353.87,2023-10-30 07:12:00,0,MasterCard,Chicago,Restaurant,54,Purchase at Merchant-2767
440,1387,2646,9799.5,2023-06-15 08:44:00,0,Amex,New York,Gas Station,46,Purchase at Merchant-2646
441,1490,2936,6730.09,2023-06-27 10:09:00,0,Visa,San Francisco,Restaurant,75,Purchase at Merchant-2936
442,1795,2381,6562.5,2023-06-07 07:31:00,0,MasterCard,San Francisco,Restaurant,19,Purchase at Merchant-2381
443,1043,2826,9833.6,2023-10-15 01:58:00,0,Discover,San Francisco,Restaurant,24,Purchase at Merchant-2826
444,1213,2097,8949.33,2023-10-31 08:13:00,0,Visa,Boston,Grocery Store,64,Purchase at Merchant-2097
445,1065,2014,748.7,2023-12-04 03:41:00,0,MasterCard,Boston,Restaurant,56,Purchase at Merchant-2014
446,1041,2167,8303.77,2023-08-06 10:06:00,0,MasterCard,Los Angeles,Online Shopping,18,Purchase at Merchant-2167
447,1264,2591,2882.63,2023-08-21 08:17:00,0,Visa,San Francisco,Grocery Store,39,Purchase at Merchant-2591
448,1202,2463,569.38,2023-08-05 15:48:00,0,Discover,Boston,Grocery Store,54,Purchase at Merchant-2463
449,1203,2737,7575.68,2023-09-11 01:58:00,0,Visa,Los Angeles,Restaurant,54,Purchase at Merchant-2737
450,1909,2322,7991.95,2023-05-08 03:45:00,1,MasterCard,Boston,Gas Station,47,Purchase at Merchant-2322
451,1887,2185,8549.09,2023-11-19 16:36:00,0,Amex,Los Angeles,Online Shopping,67,Purchase at Merchant-2185
452,1050,2620,846.24,2023-03-05 18:20:00,0,Visa,Chicago,Gas Station,37,Purchase at Merchant-2620
453,1600,2157,4324.88,2023-09-06 16:27:00,0,Amex,San Francisco,Gas Station,35,Purchase at Merchant-2157
454,1779,2576,7140.59,2023-07-05 17:42:00,0,Discover,Los Angeles,Gas Station,35,Purchase at Merchant-2576
455,1104,2675,7298.53,2023-09-28 06:22:00,0,Amex,San Francisco,Pharmacy,42,Purchase at Merchant-2675
456,1867,2752,1485.34,2023-07-01 03:07:00,0,Amex,San Francisco,Pharmacy,62,Purchase at Merchant-2752
457,1882,2315,3970.46,2023-11-27 04:44:00,0,MasterCard,Los Angeles,Online Shopping,42,Purchase at Merchant-2315
458,1524,2341,3970.96,2023-05-18 14:30:00,0,MasterCard,San Francisco,Grocery Store,24,Purchase at Merchant-2341
459,1864,2662,5574.09,2023-02-10 17:27:00,0,Amex,Chicago,Online Shopping,72,Purchase at Merchant-2662
460,1724,2836,9425.19,2023-10-06 17:15:00,0,Visa,Boston,Grocery Store,57,Purchase at Merchant-2836
461,1859,2315,4827.12,2023-08-03 18:17:00,0,Amex,Chicago,Gas Station,72,Purchase at Merchant-2315
462,1137,2223,8271.81,2023-12-07 21:55:00,0,Visa,New York,Grocery Store,72,Purchase at Merchant-2223
463,1393,2290,6317.15,2023-06-18 02:24:00,0,Visa,Los Angeles,Restaurant,25,Purchase at Merchant-2290
464,1418,2015,1051.84,2023-08-09 21:05:00,0,MasterCard,Los Angeles,Grocery Store,36,Purchase at Merchant-2015
465,1096,2130,4387.4,2023-07-19 00:24:00,0,Visa,San Francisco,Pharmacy,56,Purchase at Merchant-2130
466,1019,2948,4484.88,2023-08-13 17:10:00,0,Visa,New York,Pharmacy,67,Purchase at Merchant-2948
467,1111,2344,2101.94,2023-10-23 03:13:00,0,Discover,Chicago,Online Shopping,27,Purchase at Merchant-2344
468,1249,2614,1965.89,2023-11-11 02:20:00,0,Amex,Los Angeles,Online Shopping,39,Purchase at Merchant-2614
469,1210,2628,9946.0,2023-02-03 20:04:00,0,Discover,New York,Restaurant,50,Purchase at Merchant-2628
470,1673,2064,7885.94,2023-11-28 01:45:00,0,Amex,Boston,Pharmacy,36,Purchase at Merchant-2064
